LocationID,UniversalReefID
1059279,35
1257216,39
1257218,32
1059263,34
939532,18
1257232,41
1059278,15
1059269,31
1059267,9
1059268,9
1059274,5
1059275,5
1059261,36
1059262,36
1059276,16
1059277,16
1059284,62
1059285,62
1059286,7
1059280,8
1059281,8
1257214,37
1059282,59
1059283,59
1059270,6
1059271,6
1059272,6
1059273,6
1059264,65
1059265,65
1059266,65
1059291,65
864680,5600
864855,5600
945759,5600
864854,5615
945758,5615
864852,5614
864853,5614
945756,5614
945757,5614
864856,5619
945760,5619
864866,5616
945770,5616
864851,5613
945755,5613
864863,5617
864864,5617
864865,5617
945767,5617
945768,5617
945769,5617
864850,5612
945754,5612
864857,5620
945761,5620
864858,5621
945762,5621
864832,5596
945736,5596
864862,5618
945766,5618
864580,5595
864829,5595
864830,5595
864831,5595
945733,5595
945734,5595
945735,5595
864827,5594
864828,5594
945731,5594
945732,5594
864861,5623
945765,5623
864824,5593
864825,5593
864826,5593
945728,5593
945729,5593
945730,5593
864823,5592
945727,5592
864820,5591
864821,5591
864822,5591
945724,5591
945725,5591
945726,5591
864591,5590
864817,5590
864818,5590
864819,5590
945721,5590
945722,5590
945723,5590
864834,5598
945738,5598
864611,5597
864833,5597
945737,5597
864839,5602
945743,5602
864838,5601
945742,5601
864582,5624
864702,5624
864596,5630
864715,5630
864615,5642
864733,5642
864614,5641
864732,5641
864610,5639
864729,5639
864663,5664
864664,5664
864779,5664
864780,5664
864674,5670
864675,5670
864676,5670
864677,5670
864790,5670
864791,5670
864792,5670
864793,5670
864678,5671
864679,5671
864794,5671
864795,5671
864681,5672
864682,5672
864796,5672
864797,5672
864683,5673
864684,5673
864798,5673
864799,5673
864685,5674
864800,5674
864694,5678
864809,5678
864688,5676
864689,5676
864690,5676
864803,5676
864804,5676
864805,5676
864575,5668
864686,5668
864687,5668
864801,5668
864802,5668
864691,5677
864692,5677
864693,5677
864806,5677
864807,5677
864808,5677
864695,5679
864810,5679
864699,5681
864813,5681
864697,5675
864812,5675
864696,5680
864811,5680
864576,5682
864577,5682
864700,5682
864701,5682
864814,5682
864815,5682
864816,5682
1303192,15456
864488,11583
1303190,12081
918382,11403
918383,11403
918384,11403
1303168,11403
1303157,11556
1303175,11554
1303178,11600
1303412,11814
1303415,11814
1303182,11707
1303254,15145
864480,13744
1303310,13742
1303198,11998
1303217,11998
1303196,15119
1303315,11901
864474,11901
1303321,11800
1303354,14907
1303359,14863
1303326,14861
1303361,14866
864467,16166
864458,10002
864554,9525
1303430,9411
1303242,9407
1303245,9421
1303246,9424
1303241,9398
864490,9347
1303429,9341
1303428,9342
1303240,9332
1303239,9325
1303238,9322
864550,9450
1303250,9593
1303249,9499
1303248,13521
1303247,13520
918395,9025
1045093,9025
918393,9038
918394,9038
1303244,9038
864493,13536
1303235,9033
1303236,9032
1303237,9032
1303243,9030
918331,9044
918391,9044
918392,9044
1303251,9044
1303421,10470
1303181,10468
1303159,10553
1303158,10546
864485,11064
864487,10689
1303177,11475
1303172,11445
1303169,11423
1303170,11428
1303176,11466
1303171,11439
1303174,15283
1303165,11126
1303156,10091
1303183,11791
1303166,11979
1303160,10642
1303173,10643
1303180,11557
1303420,11553
918330,11982
918385,11982
918386,11982
1303188,11982
1303427,10701
1303426,11665
1303425,10086
1303191,11377
1303424,10718
1303186,10757
1303419,10726
1303161,10844
1303184,10730
1303162,10733
1303187,10781
1303185,10740
1303163,10777
1303154,12065
1303233,12065
1303418,10811
1303232,10794
1303409,12066
1303416,10834
864484,12099
1303410,11571
1303411,11019
1303414,11143
864489,10104
1303413,15525
1303381,11107
1303387,11257
1303383,11284
1303152,11283
1303155,11286
1303164,10957
1303386,10888
1303153,10961
1303167,11227
1303382,10635
1303385,10910
1303189,10912
1303380,11721
1303293,13714
1303405,13711
1303302,13713
1303404,13713
1303294,13715
1303295,13716
1303296,13717
1303397,13718
1303279,13719
1303298,13719
1303402,13721
1303299,13722
1303311,13702
1303285,13701
1303281,13700
1303291,13700
864478,13696
1303288,13696
1303289,13697
864481,13726
864482,13726
1303286,13726
1303297,13726
1303300,13726
1303398,13726
1303284,13072
1303287,13074
1303283,13068
1303401,13067
1303282,13066
1303278,13065
1303307,13065
1303303,13730
1303312,13730
1303400,13055
1303408,13056
1303306,13050
1303301,13049
1303304,13731
1303396,13731
1303399,13047
1303407,13043
1303280,13044
1303305,13736
1303406,13052
1303309,13741
1303264,15142
1303218,11999
864477,10972
1303206,10973
1303215,10974
1303350,11898
1303322,14950
1303325,14950
1303329,14951
1303349,14951
864470,11909
1303320,11909
1303328,12019
1303223,12010
1303352,11929
864473,12031
1303358,10576
1303317,10575
1303318,10571
864472,10579
864471,14860
1303319,10586
1303362,11742
1303363,14837
1303368,11691
1303369,14780
1303371,11683
864463,14116
864466,15996
864464,8391
864459,13002
864457,9654
864849,5585
945753,5585
864848,5584
945752,5584
864847,5587
945751,5587
864859,5586
864860,5586
945763,5586
945764,5586
864659,5588
864846,5588
945750,5588
864844,5541
864845,5541
945748,5541
945749,5541
864835,5543
864836,5543
945739,5543
945740,5543
864837,5542
945741,5542
864840,5544
864841,5544
945744,5544
945745,5544
864843,5544
945747,5544
864842,5545
945746,5545
864593,5546
864594,5546
864712,5546
864713,5546
864592,5546
864711,5546
864595,5549
864714,5549
864583,5547
864703,5547
864584,5550
864585,5550
864704,5550
864705,5550
864586,5551
864587,5551
864588,5551
864589,5551
864590,5551
864706,5551
864707,5551
864708,5551
864709,5551
864710,5551
864597,5552
864598,5552
864599,5552
864600,5552
864601,5552
864602,5552
864603,5552
864716,5552
864717,5552
864718,5552
864719,5552
864720,5552
864721,5552
864722,5552
864604,5579
864605,5579
864606,5579
864723,5579
864724,5579
864725,5579
864607,5579
864726,5579
864622,5553
864624,5553
864625,5553
864740,5553
864742,5553
864743,5553
864623,5553
864741,5553
864608,5566
864609,5566
864727,5566
864728,5566
864616,5548
864617,5548
864620,5548
864621,5548
864630,5548
864631,5548
864632,5548
864734,5548
864735,5548
864738,5548
864739,5548
864748,5548
864749,5548
864750,5548
864618,5577
864619,5577
864626,5577
864627,5577
864628,5577
864629,5577
864736,5577
864737,5577
864744,5577
864745,5577
864746,5577
864747,5577
864633,5554
864751,5554
864612,5558
864613,5558
864730,5558
864731,5558
864579,5573
864634,5573
864635,5573
864637,5573
864638,5573
864752,5573
864753,5573
864754,5573
864755,5573
864648,5576
864649,5576
864650,5576
864651,5576
864765,5576
864766,5576
864767,5576
864768,5576
864645,5574
864646,5574
864647,5574
864762,5574
864763,5574
864764,5574
864652,5570
864769,5570
864578,5580
864639,5580
864640,5580
864641,5580
864642,5580
864643,5580
864644,5580
864756,5580
864757,5580
864758,5580
864759,5580
864760,5580
864761,5580
864653,5572
864654,5572
864770,5572
864771,5572
864658,5568
864775,5568
864657,5568
864774,5568
864655,5575
864772,5575
864656,5569
864773,5569
864660,5567
864661,5567
864776,5567
864777,5567
864666,5562
864667,5562
864782,5562
864783,5562
864665,5562
864781,5562
864662,5563
864778,5563
864669,5561
864670,5561
864671,5561
864673,5561
864785,5561
864786,5561
864787,5561
864789,5561
864668,5561
864784,5561
864672,5561
864788,5561
2206,3824
2205,3877
2198,3934
864445,20559
864446,20559
864447,20559
864448,20559
864449,20559
918344,20559
918345,20559
918346,20559
919867,20559
935521,20559
935522,20559
935525,20559
935524,20560
935523,20564
864439,20595
864440,20595
864441,20595
935518,20595
864436,20596
864437,20596
864438,20596
864442,20596
864443,20596
864444,20596
935517,20596
935519,20596
935520,20596
918343,20603
919866,20603
864397,20607
864398,20607
864399,20607
935535,20607
935538,20612
935539,20613
864433,20623
864434,20623
864435,20623
935513,20623
935515,20624
935540,20624
919876,18189
935485,18189
935486,18189
935487,18189
935441,18332
935442,18332
935495,18332
935497,18332
935498,18332
935499,18332
935500,18332
935501,18332
935502,18332
935494,18332
935443,18293
935503,18294
935504,18294
935505,18294
935506,18295
935507,18295
935553,18200
1303079,18200
864426,20769
864427,20769
935484,20769
935490,20769
864421,20776
864422,20776
935477,20776
935478,20776
864423,20783
864424,20783
935479,20783
935480,20783
935514,20802
864412,20803
864413,20803
864414,20803
935473,20803
935516,20809
919874,20818
864425,20820
935481,20820
935482,20820
935483,20820
864415,20829
864416,20829
864417,20864
935474,20864
935475,20864
935527,20864
918381,20876
935467,20887
935464,20892
864403,20894
864404,20894
864405,20894
935462,20894
935463,20894
935528,20894
935465,20905
935466,20905
919861,20912
935461,20912
935529,20912
919863,20913
864406,20923
864407,20923
864408,20923
918379,20923
918380,20923
919857,20923
935530,20923
918377,20924
918378,20924
919856,20924
935531,20924
919862,20943
935469,20943
935532,20959
864409,20967
864410,20967
864411,20967
935471,20967
935472,20969
864393,21011
935446,21011
935447,21011
935448,21011
864392,21015
935444,21015
935445,21015
935541,21015
935542,21029
919869,21032
935458,21032
935459,21032
935543,21032
935457,21034
935544,21036
919871,21042
918342,21061
919865,21061
935449,21061
935453,21065
919868,21066
935452,21074
935711,21074
918341,21078
919864,21078
935450,21078
935451,21078
935709,21078
935710,21078
1045091,21078
864394,21081
864395,21081
864396,21081
935545,21081
864428,18223
864429,18223
864430,18223
935547,18223
935548,18223
935491,21143
935492,21143
935493,21143
935549,21143
935496,21149
935554,18273
1303078,18284
796,5470
800,5478
918332,5478
918359,5478
918360,5482
1045092,5482
794,5490
801,5494
799,5495
797,5503
798,5505
918372,18598
923411,33756
923410,33757
1045562,21716
1045561,21865
1045560,21984
349625,3036
349626,3039
1257260,3
1257273,3
923408,27936
923409,27936
918364,29772
918365,29772
918366,29772
918362,3935
918363,3935
918361,3935
2207,3878
923412,28306
923415,28326
931974,22784
931938,22790
931937,22791
931935,22794
931968,22797
931969,22800
931960,22815
931959,22816
931958,22818
931954,22819
931963,26356
919887,23080
919885,23127
919886,23152
919889,23179
919884,23184
919883,23218
919890,23227
101979,19997
1303072,3074
918357,3095
918355,3095
918356,3095
101978,3130
1045563,3130
1303071,3119
101977,3176
101976,3165
101975,3160
918358,3188
945676,3188
101973,3190
101972,3192
1303070,3252
101971,3233
101970,3233
101968,3258
101969,3268
101967,20205
101966,3289
101965,3290
101964,3291
101962,3295
101961,20270
101963,3294
101960,3296
101959,3785
101952,3463
945677,3463
945678,3463
101950,3323
101945,20288
918335,20288
918336,20288
918337,20288
101942,3466
101958,3457
101956,3613
101957,3615
918390,3615
101955,3616
918387,3616
918388,3616
918389,3616
101954,3462
101953,3461
101951,3317
101949,3324
101948,3326
1303068,3327
101947,3330
918333,3330
918334,3330
101944,3349
101946,3336
918338,3336
918339,3336
918340,3336
1303067,3336
101943,3357
1303066,20517
1303069,20536
918374,18613
918375,18613
918376,18613
918373,18599
918370,19565
918371,19565
918368,19566
918369,19566
931962,34792
1303341,5198
1303205,5212
1303335,5169
1303195,5394
1303212,5399
1303332,5405
1303193,3973
918350,3983
918351,3983
918352,3983
1303202,3983
1303207,3990
1303230,4025
1303204,4055
1303213,4058
1303194,4094
1303197,4100
918347,4248
918348,4248
918349,4248
1303199,4248
1303336,4248
1303201,4249
1303224,4307
918329,4310
918353,4310
918354,4310
1303214,4310
1303226,4358
1303211,4540
1303333,4559
1303209,4637
1303200,4697
864475,4747
1303222,4761
1303334,4761
1303216,4893
1303208,5042
1303210,5066
1303219,5104
1303338,5106
864476,5118
1303339,5132
1303340,5136
1303203,5164
1303220,5165
1303225,5167
1303221,5168
1303227,5170
1303228,5172
1303229,5174
1303231,5175
1303337,5176
1303342,5178
864517,7587
864505,5828
864540,5837
864504,5863
864535,5940
864500,6111
864542,6156
864519,6239
864515,6324
864547,6514
864548,6638
864522,6716
864533,6782
864512,6836
864499,6840
864503,5832
864544,6921
864543,6955
864532,34793
864536,8160
1303367,34794
1303366,34795
864469,34796
1303357,34797
1303353,34798
1303370,34799
1303179,34800
864486,34801
1303384,34802
1303276,34803
919875,18214
935546,18214
919949,34804
939535,34805
939610,34806
919892,28753
932011,28753
932024,28753
1004765,29880
918367,29880
1004764,29880
795,34807
2196,34808
2197,34809
2199,34810
2200,34811
2201,34812
2202,34813
2203,34814
2204,34815
2208,34816
2209,34817
2210,34818
2211,34819
2212,34820
2213,34821
2214,34822
2215,34823
2216,34823
2217,34824
2218,34825
2219,34826
2220,34827
2221,34828
2222,34829
2223,34830
2224,34831
2225,34832
2226,34833
101974,34834
349616,34835
349617,34836
349618,34837
349619,34838
349620,34839
349621,34840
349622,34841
349623,34842
349624,34843
864400,34844
864401,34844
864402,34844
864418,34845
864419,34845
864420,34845
864431,34846
864432,34846
864455,34847
864456,34848
864460,34849
864461,34850
864462,34851
864465,34852
864468,34853
864479,34854
864483,34855
864491,34856
864492,34857
864494,34856
864495,34858
864496,34859
864497,34860
864498,34861
864501,34862
864502,34863
864506,34864
864507,34865
864508,34866
864509,34867
864510,34868
864511,34869
864513,34870
864514,34871
864516,34872
864518,34873
864520,34874
864521,34875
864523,34876
864524,34877
864525,34878
864526,34879
864527,34880
864528,34881
864529,34882
864530,34883
864531,34884
864534,34885
864537,34886
864538,34887
864539,34888
864541,34889
864545,34890
864546,34891
864549,34892
864551,34893
864552,34894
864553,34895
864555,34896
864556,34897
864557,34898
864558,34899
864559,34900
864560,34901
864561,34902
864562,34903
864563,34904
864564,34905
864565,34906
864566,34907
864567,34908
864568,34909
864569,34910
864570,34911
864571,34912
864572,34913
864573,34914
864574,34915
864581,34916
864636,34917
864698,34918
919641,34919
919642,34919
919643,34919
919644,34919
919645,34919
919646,34919
919647,34919
919648,34919
919649,34919
919650,34919
919651,34920
919652,34920
919653,34920
919654,34920
919655,34920
919656,34920
919657,34920
919658,34920
919659,34920
919660,34920
919661,34920
919662,34920
919663,34920
919664,34920
919665,34920
919666,34920
919667,34920
919668,34920
919669,34920
919670,34920
919671,34920
919672,34920
919673,34920
919674,34920
919675,34920
919676,34920
919677,34920
919678,34919
919679,34919
919680,34919
919681,34919
919682,34919
919683,34920
919684,34919
919685,34919
919686,34919
919687,34919
919688,34919
919689,34919
919690,34919
919691,34919
919692,34919
919693,34919
919694,34920
919695,34919
919696,34919
919697,34919
919698,34919
919699,34919
919700,34919
919701,34919
919702,34919
919703,34919
919704,34919
919705,34920
919706,34919
919707,34919
919708,34919
919709,34919
919710,34919
919711,34919
919712,34919
919713,34919
919714,34919
919715,34919
919716,34920
919717,34919
919718,34919
919719,34919
919720,34919
919721,34919
919722,34919
919723,34919
919724,34919
919725,34919
919726,34919
919727,34920
919728,34919
919729,34919
919730,34919
919731,34919
919732,34919
919733,34919
919734,34919
919735,34919
919736,34919
919737,34919
919738,34920
919739,34919
919740,34919
919741,34919
919742,34919
919743,34919
919744,34919
919745,34919
919746,34919
919747,34919
919748,34919
919749,34920
919750,34919
919751,34919
919752,34919
919753,34919
919754,34919
919755,34919
919756,34919
919757,34919
919758,34919
919759,34919
919760,34920
919761,34919
919762,34919
919763,34919
919764,34919
919765,34919
919766,34919
919767,34920
919768,34920
919769,34920
919770,34920
919771,34920
919772,34920
919773,34920
919774,34920
919775,34920
919776,34920
919777,34920
919778,34920
919779,34920
919780,34920
919781,34920
919782,34920
919783,34920
919784,34920
919785,34920
919786,34920
919787,34920
919788,34920
919789,34920
919790,34920
919791,34920
919792,34920
919793,34920
919794,34920
919795,34920
919796,34920
919797,34920
919798,34920
919799,34920
919800,34920
919801,34920
919802,34920
919803,34920
919804,34920
919805,34920
919806,34920
919807,34920
919808,34920
919809,34920
919810,34920
919811,34920
919812,34920
919813,34920
919814,34920
919815,34920
919816,34920
919817,34920
919818,34920
919819,34920
919820,34920
919821,34920
919822,34920
919823,34920
919824,34920
919825,34920
919826,34920
919827,34920
919828,34920
919829,34920
919830,34920
919831,34920
919832,34920
919833,34920
919834,34920
919835,34920
919836,34920
919837,34920
919838,34920
919839,34920
919840,34920
919841,34920
919842,34920
919843,34920
919844,34920
919845,34920
919846,34920
919847,34920
919848,34920
919849,34920
919850,34920
919851,34920
919852,34920
919853,34920
919854,34920
919855,34920
919858,34921
919859,34922
919860,34844
919870,34923
919872,34924
919873,34845
919877,34925
919888,34926
919891,34927
919893,34928
919894,34929
919895,34930
919896,34931
919897,34932
919898,34933
919899,34934
919900,34935
919901,34936
919902,34937
919903,34938
919941,34939
919942,34940
919943,34941
919944,34942
919945,34943
919946,34944
919947,34945
919948,34946
919950,34806
919951,34947
919952,34948
919953,34949
919954,34950
919955,34951
919956,34952
919957,34953
919958,34954
923413,34955
923414,34956
931911,34957
931912,34958
931913,34959
931914,34960
931915,34961
931916,34962
931917,34963
931918,34964
931919,34965
931920,34966
931921,34963
931922,34964
931923,34965
931924,34966
931925,34967
931926,34968
931927,34969
931928,34970
931929,34971
931930,34972
931931,34973
931932,34974
931933,34975
931934,34976
931936,22794
931939,34977
931940,34978
931941,34979
931942,34980
931943,34981
931944,34982
931945,34983
931946,34984
931947,34985
931948,34986
931949,34987
931950,34988
931951,34989
931952,34990
931953,34991
931955,34992
931956,34993
931957,34994
931961,34995
931964,34996
931965,34997
931966,34998
931967,34999
931970,35000
931971,35001
931972,35001
931973,35002
931975,35003
931976,35004
931977,35005
931978,35006
931979,35007
931980,35008
931981,35009
931982,35010
931983,35011
931984,35012
931985,35013
931986,35014
931987,35015
931988,35016
931989,35017
931990,35018
931991,35019
931992,35020
931993,35021
931994,35022
931995,35023
931996,35024
931997,35025
931998,35026
931999,35027
932000,35028
932001,35029
932002,35030
932003,35031
932004,35032
932005,35032
932006,35033
932007,35034
932008,35035
932009,35036
932010,35037
932012,35038
932013,35039
932014,35040
932015,35041
932016,35042
932017,35043
932018,35044
932019,35045
932020,35046
932021,35047
932022,35048
932023,35049
935454,35050
935455,35050
935456,35051
935460,34844
935468,35052
935470,35053
935476,34845
935488,35054
935489,35055
935508,34846
935509,34846
935510,34846
935511,35056
935512,35057
935526,35058
935533,35059
935534,35060
935536,35061
935537,35062
935550,35063
935551,35064
935552,35065
935707,35066
935708,35067
939302,35068
939303,35069
939304,35070
939305,34943
939306,35071
939307,35072
939308,35073
939309,34944
939310,35074
939311,35073
939312,34942
939313,34942
939314,34942
939315,34942
939316,34942
939317,34942
939318,35075
939319,35076
939320,35077
939321,35078
939322,35079
939323,35080
939324,35080
939325,35080
939326,35079
939327,35081
939328,35071
939329,35082
939330,35083
939331,34944
939332,35072
939333,35084
939334,35085
939335,35086
939336,35087
939337,34942
939338,35088
939339,35089
939340,34941
939341,35079
939342,35079
939343,34943
939344,35090
939345,34943
939346,35091
939347,35085
939348,34944
939349,35072
939350,35092
939351,35075
939352,35086
939353,35087
939354,35093
939355,35080
939356,35079
939357,35076
939358,35089
939359,35094
939360,35095
939361,35095
939362,35096
939363,35097
939364,35097
939365,35098
939366,35098
939367,35098
939368,35098
939369,35098
939370,35098
939371,35099
939372,35069
939373,34943
939374,35100
939375,35072
939376,35072
939377,35073
939378,35073
939379,34942
939380,34942
939381,35075
939382,34942
939383,34941
939384,35080
939385,35076
939386,35079
939387,35071
939388,35101
939389,35068
939390,35090
939391,35073
939392,35072
939393,35074
939394,35092
939395,35087
939396,35075
939397,34942
939398,34942
939399,34941
939400,35079
939401,34941
939402,35076
939403,35102
939404,35103
939405,35104
939406,35105
939407,35106
939408,35107
939409,35108
939410,35109
939411,35110
939412,35111
939413,35112
939414,35113
939415,34940
939416,35104
939417,35114
939418,35115
939419,35116
939420,35117
939421,35111
939422,35118
939423,35119
939424,35120
939425,35115
939426,35121
939427,35116
939428,35117
939429,35106
939430,35122
939431,35122
939432,35102
939433,35123
939434,35124
939435,35105
939436,35113
939437,35125
939438,35112
939439,35122
939440,35126
939441,35127
939442,35102
939443,35120
939444,35128
939445,35129
939446,35129
939447,35130
939448,35130
939449,35130
939450,35131
939451,35131
939452,35131
939453,35131
939454,35131
939455,35131
939458,35132
939459,35133
939460,35134
939461,35132
939462,35135
939463,35136
939464,35137
939465,35138
939466,35135
939467,34951
939468,34952
939469,34952
939470,34952
939471,34952
939472,34952
939473,34952
939474,35136
939475,34951
939476,35138
939477,35135
939478,34952
939479,34952
939480,34952
939481,34952
939482,34952
939483,34952
939484,35139
939485,35139
939486,35139
939487,35140
939488,35140
939489,35140
939490,35141
939491,35142
939492,35142
939493,35142
939494,35142
939495,35142
939496,35134
939497,35135
939498,35137
939499,35132
939500,35143
939501,35136
939502,35136
939503,35134
939504,35144
939505,35145
939506,35146
939507,35147
939508,35147
939509,34949
939510,35148
939511,35147
939512,35149
939513,35146
939514,35150
939515,35144
939516,35147
939517,35151
939518,35151
939519,35151
939520,35151
939521,35151
939522,35151
939523,35145
939524,35148
939525,35146
939526,35147
939527,35145
939528,35147
939529,35144
939530,35147
939531,35152
939533,35153
939534,35154
939536,35155
939537,35156
939538,35157
939539,35154
939540,35158
939541,35156
939542,35159
939543,35160
939544,35153
939545,35161
939546,35162
939547,35157
939548,35159
939549,35159
939550,35163
939551,35164
939552,35165
939553,35166
939554,35167
939555,35168
939556,35169
939557,35170
939558,35171
939559,35172
939560,35173
939561,35174
939562,34947
939563,35167
939564,35170
939565,35175
939566,35176
939567,35172
939568,34947
939569,34947
939570,34947
939571,35177
939572,35178
939573,35179
939574,35180
939575,35181
939576,35182
939577,35183
939578,35184
939579,35185
939580,35186
939581,35184
939582,35182
939583,35183
939584,35179
939585,35177
939586,35180
939587,35187
939588,35178
939589,35188
939590,35178
939591,35189
939592,34806
939593,35190
939594,34806
939595,35191
939596,35192
939597,35193
939598,35194
939599,34806
939600,35192
939601,35195
939602,34806
939603,35196
939604,34806
939605,35197
939606,35191
939607,34806
939608,35198
939609,35199
939611,34806
945694,34935
945695,34936
945696,34937
945697,34938
945698,35200
945699,35201
1045558,35202
1045559,22794
1059287,35203
1059288,35204
1059289,35204
1059290,35205
1059292,35206
1059293,35207
1059294,35207
1059295,35207
1059296,35207
1059297,35208
1059298,35208
1059299,35208
1059300,35209
1059301,35195
1059302,34806
1059303,35210
1059304,35211
1059305,35212
1059306,35211
1059307,35212
1059308,35213
1059309,35214
1059310,35214
1059311,35215
1257215,35216
1257217,35217
1257219,35218
1257220,35219
1257221,35220
1257222,35221
1257223,35222
1257224,35223
1257225,35224
1257226,35225
1257227,35226
1257228,35227
1257229,35228
1257230,35229
1257231,35230
1257233,35231
1257234,35232
1257235,35233
1257236,35234
1257237,35235
1257238,35236
1257239,35237
1257240,35238
1257241,35239
1257242,35240
1257243,34944
1257244,35241
1257245,35242
1257246,35116
1257247,35243
1257248,35244
1257249,35106
1257250,35245
1257251,35246
1257252,35247
1257253,35248
1257254,35249
1257255,35250
1257256,35251
1257257,35252
1257258,35253
1257259,35254
1257261,35255
1257262,35256
1257263,35257
1257264,35258
1257265,35259
1257266,35148
1257267,35260
1257268,35146
1257269,35261
1257270,35262
1257271,35263
1257272,35254
1279093,35264
1303234,35265
1303252,35266
1303253,35267
1303255,35268
1303256,35269
1303257,35270
1303258,35271
1303259,35272
1303260,35273
1303261,35274
1303262,35275
1303263,35276
1303265,35277
1303266,35278
1303267,35279
1303268,35280
1303269,35281
1303270,35282
1303271,35283
1303272,35284
1303273,35285
1303274,35286
1303275,35287
1303277,35285
1303290,35288
1303292,35289
1303308,35290
1303313,35291
1303314,35292
1303316,35293
1303323,35294
1303324,35295
1303327,35296
1303330,35297
1303331,35298
1303343,35299
1303344,35300
1303345,35301
1303346,35302
1303347,35303
1303348,35304
1303351,35305
1303355,35306
1303356,35307
1303360,35308
1303364,35309
1303365,35310
1303372,35311
1303373,35312
1303374,35313
1303375,35314
1303376,35315
1303377,35316
1303378,35317
1303379,35318
1303388,35319
1303389,35320
1303390,35321
1303391,35322
1303392,35323
1303393,35324
1303394,35325
1303395,35326
1303403,35327
1303417,35328
1303422,35329
1303423,35330
